"Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price","Class"
1,"owner",48,59,"married","no","others",35,33,6000,0,850,900,"negative"
0,"owner",60,64,"married","no","others",35,101,5000,0,820,1205,"negative"
5,"owner",36,66,"married","no","others",35,178,15000,0,330,837,"negative"
4,"owner",60,35,"married","no","fixed",35,85,5500,900,1500,1810,"negative"
10,"parents",48,31,"married","no","fixed",35,47,8000,0,1000,1389,"negative"
0,"rent",48,23,"single","no","fixed",44,88,0,0,1000,1529,"negative"
5,"rent",48,22,"married","no","fixed",51,156,0,0,1500,1564,"positive"
1,"parents",60,21,"single","no","partime",35,45,0,0,400,904,"negative"
0,"owner",36,25,"married","no","fixed",45,121,3144,1751,225,375,"negative"
0,"owner",60,27,"married","no","fixed",35,295,6000,0,1950,2208,"negative"
16,"owner",60,40,"married","yes","fixed",75,120,5000,2000,400,1309,"negative"
4,"rent",60,38,"married","no","fixed",79,188,3000,1500,1350,1624,"positive"
12,"rent",36,31,"married","yes","fixed",73,131,0,0,200,200,"negative"
31,"owner",48,45,"married","no","fixed",45,181,3500,270,900,1522,"negative"
6,"parents",60,30,"married","no","fixed",60,72,0,0,200,1083,"negative"
5,"owner",36,39,"married","no","fixed",60,150,10000,0,1350,1758,"negative"
14,"parents",48,31,"single","yes","fixed",35,100,0,0,800,1084,"negative"
0,"owner",60,59,"married","no","others",35,131,12000,0,1150,1157,"positive"
1,"owner",60,27,"married","yes","fixed",45,62,7000,4500,1650,2060,"positive"
1,"owner",48,22,"single","yes","partime",35,125,3000,0,600,1087,"negative"
5,"parents",36,21,"single","yes","fixed",35,62,0,0,250,375,"negative"
18,"owner",12,58,"widow","yes","fixed",75,158,6000,0,400,973,"negative"
3,"owner",36,41,"married","yes","fixed",45,270,25000,0,900,910,"negative"
2,"priv",60,38,"married","no","partime",60,150,4000,0,1000,1270,"positive"
6,"owner",36,32,"married","yes","freelance",60,149,8000,3000,950,950,"positive"
7,"owner",12,40,"married","no","fixed",60,225,6000,0,400,1721,"negative"
3,"owner",60,32,"married","no","fixed",35,138,3500,0,1600,2131,"negative"
11,"owner",24,41,"married","no","fixed",60,100,15000,0,700,1480,"negative"
10,"rent",36,31,"married","no","fixed",90,153,0,0,175,675,"negative"
17,"rent",12,46,"married","no","fixed",59,141,0,0,200,600,"negative"
1,"owner",48,46,"married","no","fixed",90,170,14000,0,1000,1125,"negative"
1,"parents",36,22,"single","no","partime",35,59,0,0,880,940,"positive"
2,"rent",36,28,"married","no","partime",42,67,0,0,150,898,"positive"
2,"priv",48,31,"married","no","fixed",45,65,3500,900,300,925,"negative"
2,"parents",36,34,"married","no","fixed",60,400,9800,0,900,1316,"negative"
20,"owner",24,54,"married","no","fixed",35,175,11500,0,500,1080,"negative"
18,"owner",60,44,"married","no","fixed",60,110,4000,500,1300,1725,"negative"
0,"parents",60,30,"married","no","fixed",60,128,0,0,900,975,"negative"
8,"priv",60,32,"married","no","fixed",35,95,2500,480,950,1350,"negative"
1,"parents",24,21,"single","no","partime",45,114,2500,500,500,1154,"negative"
3,"owner",60,29,"married","no","fixed",45,130,3500,1690,1100,1127,"negative"
4,"parents",36,39,"married","no","fixed",60,100,6000,0,800,1500,"negative"
5,"owner",36,45,"widow","no","others",35,142,6000,0,800,850,"negative"
18,"rent",48,53,"separated","yes","freelance",51,164,0,0,1000,1295,"positive"
1,"rent",60,28,"married","no","fixed",60,150,0,0,1350,1419,"negative"
8,"owner",24,47,"single","yes","fixed",35,320,50000,2000,300,2300,"negative"
6,"owner",48,51,"married","no","freelance",35,105,4000,0,1350,1595,"negative"
4,"owner",48,42,"married","no","fixed",35,111,3500,0,1000,1683,"negative"
7,"rent",60,38,"separated","yes","fixed",42,70,0,0,921,921,"positive"
6,"priv",48,35,"married","no","fixed",45,125,3500,1125,700,1226,"negative"
7,"owner",60,38,"married","yes","freelance",60,40,6000,0,1500,1610,"positive"
2,"parents",36,19,"single","no","partime",35,45,0,0,600,790,"positive"
2,"owner",60,54,"widow","yes","fixed",35,180,8000,0,1000,1130,"positive"
2,"rent",18,25,"single","no","partime",44,85,0,0,320,425,"positive"
12,"owner",60,34,"married","no","fixed",35,187,6000,2000,500,1457,"negative"
1,"rent",60,21,"married","no","partime",45,100,17000,0,1050,1251,"negative"
5,"owner",36,43,"married","no","others",75,192,15000,0,1500,2448,"positive"
1,"priv",60,28,"married","no","partime",60,174,6000,720,1650,1930,"positive"
0,"rent",60,30,"married","no","fixed",70,100,2000,0,1150,1265,"negative"
3,"owner",60,22,"single","yes","freelance",35,178,9000,3000,1500,1528,"positive"
4,"rent",36,23,"married","no","fixed",46,108,0,0,315,315,"positive"
45,"other",48,62,"married","no","fixed",45,100,0,0,450,935,"negative"
0,"owner",60,39,"married","yes","fixed",45,150,23000,5000,1050,1625,"negative"
0,"owner",60,34,"married","yes","partime",35,165,8000,2000,1450,1800,"negative"
12,"owner",60,35,"married","yes","fixed",35,108,18500,1300,1550,1584,"negative"
2,"owner",60,40,"married","no","freelance",75,67,25000,0,1800,2287,"negative"
2,"priv",60,37,"married","yes","fixed",60,120,3000,1380,1000,1582,"positive"
15,"owner",48,55,"married","no","freelance",45,88,15000,0,650,1243,"negative"
30,"owner",48,56,"married","yes","fixed",45,75,6000,0,1300,1423,"negative"
1,"rent",36,36,"separated","no","fixed",65,200,0,0,900,1200,"negative"
42,"owner",60,60,"married","no","fixed",45,232,5000,0,1130,1275,"negative"
10,"priv",48,28,"single","no","fixed",35,129,3500,933,1000,1529,"negative"
5,"owner",48,21,"married","no","fixed",45,100,3000,0,800,1310,"negative"
6,"owner",60,36,"separated","no","freelance",45,85,5000,0,1000,1341,"negative"
6,"rent",60,40,"married","no","fixed",54,92,0,0,1000,1155,"negative"
4,"rent",48,32,"married","no","fixed",56,110,0,0,800,1626,"negative"
31,"rent",60,59,"married","no","fixed",53,80,0,0,1050,1182,"negative"
14,"owner",18,48,"married","no","fixed",35,143,4000,0,250,300,"negative"
6,"owner",12,66,"widow","no","others",35,105,5000,0,550,1450,"negative"
15,"other",60,32,"married","no","fixed",45,88,0,0,500,1131,"negative"
6,"priv",60,34,"married","no","fixed",45,124,1500,100,1100,1392,"negative"
10,"owner",60,38,"married","no","fixed",45,184,6000,1000,1125,1325,"negative"
11,"owner",60,34,"married","no","fixed",35,100,3500,0,950,1241,"negative"
10,"owner",6,35,"married","yes","freelance",75,50,6000,1500,500,983,"negative"
20,"parents",60,42,"single","no","fixed",35,80,0,0,800,1520,"negative"
10,"owner",36,43,"married","no","freelance",75,292,8000,0,1800,2240,"negative"
5,"rent",48,25,"married","no","fixed",55,100,0,0,549,549,"negative"
12,"priv",36,51,"married","no","fixed",45,130,4000,0,1200,1400,"negative"
2,"other",60,32,"married","no","partime",45,150,0,0,1450,1850,"positive"
9,"owner",48,47,"married","no","freelance",35,183,45000,1700,3000,3690,"negative"
9,"owner",12,26,"single","no","fixed",35,91,4000,0,1000,1776,"negative"
16,"other",30,44,"married","no","freelance",35,107,8000,0,1300,1634,"negative"
2,"parents",48,27,"separated","no","partime",35,125,0,0,870,1480,"positive"
0,"owner",48,66,"married","no","others",35,45,5500,0,1250,1267,"negative"
2,"other",60,26,"married","no","freelance",35,30,0,0,900,1159,"negative"
3,"owner",36,49,"married","no","freelance",45,64,4000,0,400,773,"negative"
1,"owner",48,28,"married","no","fixed",45,116,4000,1857,1100,1173,"negative"
1,"priv",60,32,"married","no","fixed",60,140,4000,1300,1200,1410,"negative"
0,"other",60,30,"single","no","partime",35,61,0,0,500,1081,"negative"
2,"rent",60,43,"married","yes","partime",84,86,0,0,1650,1782,"positive"
13,"owner",60,41,"married","no","fixed",75,89,2000,0,1000,1274,"negative"
14,"owner",48,32,"married","no","partime",45,165,4000,112,1300,1346,"negative"
3,"owner",60,24,"married","no","freelance",60,67,9000,0,1300,2885,"negative"
14,"owner",48,53,"married","no","fixed",45,95,3000,0,1060,1060,"negative"
5,"owner",36,65,"single","no","others",35,121,10000,0,900,1191,"negative"
3,"rent",30,39,"married","no","fixed",58,128,0,0,600,1098,"negative"
15,"owner",60,38,"married","no","fixed",60,90,6000,480,1100,1289,"negative"
6,"owner",60,33,"married","yes","fixed",45,103,10000,0,1000,1658,"negative"
15,"owner",60,29,"single","no","fixed",35,130,5000,0,830,1000,"negative"
10,"owner",60,47,"separated","no","fixed",35,229,7000,0,2550,3500,"positive"
12,"owner",36,38,"married","no","fixed",35,143,5000,1100,700,2093,"negative"
4,"parents",36,26,"single","yes","freelance",35,65,3500,0,1300,1475,"positive"
15,"priv",60,33,"single","no","fixed",35,163,5000,0,1000,2244,"negative"
14,"parents",18,29,"married","no","fixed",45,162,0,0,600,2120,"negative"
2,"owner",60,30,"married","no","partime",35,154,2500,500,1000,1725,"negative"
9,"owner",60,47,"married","no","fixed",60,55,9500,0,600,1164,"negative"
0,"parents",60,24,"single","no","fixed",35,53,0,0,1200,1497,"positive"
14,"parents",24,28,"married","no","fixed",45,192,0,0,1000,1736,"negative"
14,"owner",36,36,"married","yes","fixed",75,115,11000,3600,1250,1550,"negative"
16,"owner",60,33,"married","no","fixed",45,90,6000,0,1500,1630,"negative"
29,"owner",60,52,"married","no","partime",45,175,2500,0,1186,1286,"positive"
3,"owner",60,36,"married","yes","freelance",35,60,2500,0,2300,2965,"negative"
6,"owner",48,28,"married","no","fixed",45,114,3500,0,650,1255,"negative"
47,"owner",48,61,"married","no","fixed",35,110,5500,30,1200,1200,"negative"
14,"owner",60,34,"married","no","fixed",45,130,4000,0,1100,1654,"negative"
5,"parents",48,23,"single","no","partime",35,92,0,0,1200,1200,"positive"
6,"other",36,23,"single","no","fixed",35,68,0,0,600,1271,"negative"
4,"parents",60,24,"married","no","fixed",35,130,0,0,800,897,"negative"
1,"owner",12,61,"married","no","others",45,103,20000,0,300,650,"negative"
8,"priv",60,45,"married","no","freelance",75,200,35000,0,800,1270,"negative"
6,"parents",60,30,"separated","no","fixed",45,170,0,0,750,1674,"negative"
6,"parents",60,26,"single","yes","fixed",35,270,0,0,1800,1921,"negative"
15,"owner",60,34,"married","no","fixed",45,82,3500,0,750,1624,"negative"
17,"rent",24,50,"married","no","freelance",68,79,1000,0,1000,3782,"negative"
6,"rent",60,45,"married","no","fixed",59,139,0,0,1350,1612,"positive"
18,"owner",60,51,"married","no","fixed",60,205,8000,0,1100,1350,"negative"
15,"owner",48,29,"married","yes","fixed",35,100,8500,1300,500,873,"negative"
0,"owner",24,20,"single","no","partime",45,188,2000,1500,300,315,"negative"
2,"owner",48,55,"married","no","others",35,135,8000,0,800,800,"negative"
6,"rent",48,37,"single","no","fixed",55,200,0,0,1450,1650,"positive"
3,"owner",24,32,"married","no","fixed",45,120,5000,0,800,1023,"negative"
18,"owner",60,42,"married","no","fixed",45,172,3500,0,1850,2034,"negative"
0,"parents",60,21,"single","no","freelance",35,44,0,0,1200,1311,"negative"
3,"rent",60,30,"married","no","fixed",77,169,0,0,1500,2037,"negative"
0,"priv",6,22,"single","yes","partime",35,115,1000,0,250,800,"positive"
15,"owner",24,41,"married","yes","partime",45,180,6000,0,700,1888,"negative"
12,"rent",60,30,"single","yes","fixed",44,86,0,0,1300,1380,"positive"
15,"rent",48,45,"married","no","fixed",88,130,3000,0,1300,1591,"negative"
2,"rent",60,29,"married","no","fixed",80,200,0,0,1250,1250,"negative"
14,"owner",36,39,"married","no","fixed",60,167,5000,0,1350,1355,"negative"
4,"owner",36,26,"married","no","fixed",35,100,6500,3900,500,500,"negative"
1,"priv",60,22,"single","no","partime",35,73,4500,4300,1000,1485,"negative"
4,"rent",60,53,"widow","no","others",37,22,20000,0,1300,1498,"positive"
2,"owner",36,37,"married","no","fixed",60,83,3500,0,310,1119,"negative"
1,"rent",36,28,"married","yes","fixed",47,122,0,0,950,1100,"positive"
15,"other",36,39,"separated","no","fixed",45,116,4000,0,600,1196,"negative"
4,"owner",60,25,"single","no","freelance",35,100,25000,0,2250,2270,"negative"
3,"parents",60,27,"single","yes","fixed",35,117,0,0,1500,2190,"positive"
6,"owner",60,35,"married","no","fixed",60,135,4500,1000,1658,1675,"negative"
16,"parents",48,31,"single","yes","fixed",35,72,0,0,850,1228,"negative"
5,"owner",60,41,"married","no","fixed",60,266,14800,0,2500,2600,"negative"
31,"owner",60,58,"married","no","fixed",60,293,8000,0,1500,1655,"negative"
38,"owner",24,56,"married","yes","fixed",75,98,7000,0,300,1308,"negative"
1,"parents",60,26,"single","no","fixed",35,57,0,0,1200,1512,"negative"
17,"owner",60,44,"married","no","fixed",45,116,3000,0,800,1654,"negative"
17,"rent",60,52,"married","no","fixed",65,200,0,0,1400,1407,"negative"
22,"owner",60,54,"married","no","fixed",35,104,3000,0,1050,1282,"negative"
11,"other",60,48,"married","no","fixed",75,225,0,0,1300,1550,"positive"
5,"owner",18,28,"married","no","fixed",35,141,5500,0,650,1258,"negative"
1,"rent",36,37,"married","no","partime",75,145,0,0,1100,1871,"positive"
1,"parents",48,36,"married","no","partime",60,45,0,0,1200,1401,"positive"
14,"rent",60,38,"married","no","fixed",75,146,0,0,1350,1413,"negative"
0,"parents",60,34,"married","no","fixed",45,225,8000,2300,800,1850,"negative"
20,"owner",48,60,"married","no","freelance",35,142,12000,0,500,1154,"negative"
7,"owner",60,53,"married","no","fixed",45,161,6000,2000,1000,1460,"negative"
2,"parents",12,26,"single","no","fixed",35,105,0,0,360,1258,"negative"
5,"owner",60,49,"married","no","fixed",35,121,3000,0,1200,1642,"negative"
4,"rent",60,37,"single","yes","fixed",79,436,0,0,1500,1550,"positive"
0,"owner",24,30,"married","no","partime",60,76,4500,0,400,450,"negative"
0,"parents",12,23,"single","no","partime",35,37,2500,0,120,300,"positive"
15,"owner",60,53,"married","no","freelance",45,148,6000,0,1000,1330,"negative"
2,"parents",60,24,"single","no","freelance",35,214,7000,2400,2000,2570,"negative"
1,"owner",48,35,"married","no","freelance",90,174,11900,0,900,1220,"negative"
0,"owner",60,49,"married","no","fixed",60,400,5000,0,1200,1283,"negative"
4,"priv",60,37,"married","no","freelance",75,120,10500,1500,1200,1341,"negative"
11,"rent",48,53,"married","yes","fixed",81,210,0,0,1260,1538,"positive"
0,"rent",36,33,"married","yes","partime",76,155,0,0,440,440,"positive"
2,"parents",48,22,"single","no","fixed",35,185,0,0,1000,2130,"negative"
3,"rent",36,23,"single","no","fixed",59,244,3100,0,700,1199,"negative"
7,"rent",60,39,"married","no","fixed",103,130,0,0,950,1215,"positive"
12,"owner",60,28,"married","no","fixed",45,167,3000,1750,250,1188,"negative"
15,"rent",36,36,"married","no","fixed",60,145,0,0,900,1621,"negative"
0,"parents",60,21,"single","no","others",35,149,3000,0,1400,1829,"negative"
0,"owner",60,33,"separated","no","partime",35,78,0,0,1030,1197,"positive"
8,"rent",60,56,"married","no","fixed",62,266,5000,0,1000,1149,"negative"
2,"parents",24,35,"married","no","fixed",45,175,0,0,1000,2393,"positive"
23,"owner",36,41,"married","no","fixed",60,169,37000,180,1000,1457,"negative"
28,"owner",36,46,"married","no","fixed",75,170,6000,0,750,800,"negative"
16,"owner",36,55,"married","no","fixed",35,140,6000,0,1100,2136,"negative"
7,"owner",60,44,"married","no","fixed",90,271,11000,5500,800,945,"negative"
2,"parents",48,25,"single","no","fixed",35,91,0,0,900,1763,"negative"
20,"rent",60,54,"married","no","fixed",43,75,0,0,800,1263,"negative"
0,"other",30,21,"single","no","partime",35,162,0,0,400,400,"positive"
10,"parents",48,28,"single","no","fixed",35,135,6000,0,1500,2164,"negative"
5,"parents",12,32,"married","no","freelance",35,147,0,0,300,750,"negative"
2,"owner",36,30,"single","no","freelance",35,177,6500,2300,1750,2750,"positive"
7,"other",24,30,"single","no","fixed",35,102,0,0,400,1541,"negative"
1,"parents",60,21,"single","no","fixed",35,200,0,0,900,1088,"negative"
14,"other",60,30,"married","no","fixed",45,130,0,0,1500,2414,"negative"
0,"ignore",60,26,"married","no","partime",45,150,5000,0,1300,1429,"positive"
3,"owner",60,38,"married","no","fixed",75,125,9000,0,1250,1415,"negative"
15,"owner",60,32,"married","no","fixed",45,108,4500,0,1100,1213,"negative"
10,"rent",30,51,"married","no","fixed",60,150,0,0,1300,1378,"negative"
4,"owner",36,38,"married","no","freelance",35,142,4000,0,800,970,"negative"
0,"rent",60,30,"married","no","fixed",64,188,0,0,1400,1475,"negative"
0,"parents",48,27,"single","no","partime",35,140,0,0,700,750,"negative"
2,"owner",36,60,"married","no","fixed",35,122,3000,0,825,900,"negative"
14,"owner",48,48,"married","no","fixed",45,112,6000,0,800,1037,"negative"
2,"parents",60,22,"single","yes","fixed",35,110,0,0,1360,1435,"positive"
3,"owner",36,47,"married","no","freelance",60,106,10000,0,800,1649,"negative"
32,"owner",48,46,"married","no","fixed",45,150,8000,0,1000,1093,"negative"
1,"other",48,27,"single","yes","partime",35,105,0,0,1300,1533,"positive"
14,"owner",48,41,"married","yes","fixed",75,72,4000,0,800,1117,"negative"
13,"owner",48,45,"married","no","fixed",45,106,4000,0,400,1615,"negative"
16,"owner",12,56,"married","no","freelance",45,65,17000,0,650,1665,"negative"
7,"priv",60,36,"married","yes","fixed",60,300,7000,0,2000,2485,"positive"
14,"rent",60,41,"married","no","fixed",54,92,0,0,1450,1482,"positive"
14,"priv",24,54,"married","no","fixed",45,100,9000,0,650,1150,"negative"
15,"owner",60,38,"married","no","fixed",45,118,4000,2600,1250,1616,"negative"
11,"rent",60,38,"married","no","fixed",82,71,0,0,900,977,"positive"
2,"parents",60,24,"single","no","fixed",35,101,0,0,1600,1600,"negative"
3,"owner",60,30,"married","no","fixed",60,164,4500,0,800,975,"negative"
1,"owner",60,30,"single","yes","freelance",35,57,4000,2100,1500,1950,"negative"
20,"owner",60,46,"married","no","fixed",35,140,9000,0,800,1300,"negative"
3,"parents",18,24,"single","no","fixed",35,80,0,0,200,350,"negative"
11,"owner",48,36,"married","yes","fixed",35,81,5000,2000,570,1177,"positive"
1,"other",24,24,"single","no","fixed",35,114,0,0,400,550,"negative"
9,"owner",60,39,"married","no","fixed",35,350,8000,0,1250,1304,"negative"
10,"owner",60,37,"married","yes","freelance",60,107,20000,600,1000,1175,"negative"
22,"owner",60,42,"married","yes","fixed",45,120,5000,0,1350,1650,"negative"
5,"rent",48,48,"married","yes","fixed",46,110,0,0,600,1100,"negative"
0,"owner",60,42,"married","yes","partime",35,130,7000,3000,950,950,"positive"
8,"owner",60,42,"single","no","fixed",35,96,2500,0,1500,1520,"negative"
23,"owner",24,47,"married","no","fixed",35,114,3000,0,400,765,"negative"
6,"rent",36,24,"married","no","fixed",63,175,0,0,650,750,"negative"
6,"parents",18,27,"single","no","freelance",35,140,0,0,600,2724,"negative"
7,"rent",36,49,"married","no","fixed",57,115,0,0,675,675,"negative"
1,"other",36,23,"single","no","partime",35,66,0,0,450,500,"positive"
5,"owner",60,32,"married","no","fixed",35,124,4000,0,2000,3400,"negative"
26,"priv",60,41,"separated","yes","fixed",35,201,4700,3100,2400,2700,"positive"
1,"parents",60,20,"single","no","partime",35,80,0,0,1300,1525,"positive"
5,"priv",60,31,"married","no","fixed",35,90,3000,0,900,1152,"negative"
22,"owner",48,48,"married","no","fixed",60,110,3000,0,1000,1460,"negative"
20,"owner",36,49,"married","no","fixed",45,122,9000,0,1100,1794,"negative"
7,"owner",60,35,"married","yes","fixed",45,315,10000,4000,2400,2432,"negative"
1,"rent",36,27,"single","no","fixed",62,270,0,0,600,825,"negative"
7,"parents",24,40,"married","no","fixed",60,200,10000,0,1000,3429,"negative"
7,"priv",60,32,"married","no","fixed",60,242,3500,2000,1000,2236,"negative"
16,"owner",48,48,"married","no","freelance",35,364,5000,0,900,1077,"negative"
5,"owner",24,38,"married","no","freelance",60,182,5000,0,1250,2724,"negative"
3,"owner",12,24,"single","yes","fixed",35,105,6000,0,500,1138,"negative"
16,"owner",48,40,"married","no","fixed",60,225,20000,3000,700,834,"negative"
17,"other",48,62,"single","no","fixed",35,100,0,0,900,1000,"negative"
0,"rent",60,33,"married","no","partime",54,85,0,0,1300,1797,"positive"
0,"owner",48,63,"married","no","others",35,100,6000,2900,1000,1439,"negative"
8,"owner",60,51,"married","no","fixed",45,250,4000,0,1000,1250,"negative"
3,"rent",60,22,"married","no","fixed",60,150,0,0,950,1945,"positive"
6,"owner",24,39,"married","no","freelance",60,178,18000,0,1000,2099,"negative"
20,"owner",60,63,"married","no","fixed",45,256,7000,0,1000,1500,"negative"
16,"priv",48,34,"married","no","fixed",60,85,2000,0,800,1866,"negative"
0,"owner",60,24,"single","no","others",35,82,10000,0,1600,1680,"negative"
5,"owner",36,52,"married","no","fixed",35,220,12000,5000,1250,1542,"negative"
1,"parents",36,20,"single","no","fixed",35,61,0,0,800,995,"negative"
5,"rent",60,31,"married","yes","fixed",69,88,0,0,1200,1200,"positive"
15,"other",60,46,"married","yes","freelance",35,244,8000,0,2250,2758,"positive"
2,"owner",36,24,"married","yes","fixed",35,160,3100,400,800,1928,"negative"
1,"rent",36,46,"married","no","fixed",57,119,0,0,600,800,"negative"
18,"rent",24,35,"married","no","partime",96,63,0,0,600,888,"positive"
20,"owner",36,48,"married","no","fixed",45,257,3000,0,900,1193,"negative"
10,"rent",18,34,"divorced","no","fixed",54,189,0,0,800,2215,"negative"
11,"rent",24,38,"married","yes","fixed",72,123,0,0,270,1676,"positive"
0,"parents",60,36,"single","no","fixed",35,130,0,0,1600,1678,"positive"
1,"rent",60,22,"single","no","fixed",46,113,0,0,1600,1989,"positive"
36,"owner",60,55,"married","no","fixed",45,102,12000,0,2000,2684,"negative"
11,"rent",18,28,"married","yes","freelance",64,190,2000,0,700,1224,"negative"
8,"owner",36,31,"married","no","fixed",45,110,5000,2000,540,1102,"negative"
2,"owner",36,28,"married","no","fixed",45,80,2000,0,550,1572,"negative"
4,"rent",36,38,"married","no","fixed",55,98,0,0,350,850,"negative"
4,"owner",60,32,"married","no","fixed",60,147,3500,0,830,935,"negative"
3,"owner",60,38,"single","no","fixed",35,250,5000,0,1500,1934,"negative"
1,"parents",48,18,"single","no","partime",45,95,4000,0,600,1472,"positive"
16,"owner",36,55,"married","yes","fixed",60,230,5000,0,1200,1460,"negative"
12,"owner",36,38,"married","no","fixed",60,130,5000,0,700,950,"negative"
18,"owner",60,48,"married","no","fixed",45,104,5500,25,800,1021,"negative"
10,"owner",48,50,"married","no","freelance",45,128,11500,0,500,1195,"negative"
14,"owner",60,43,"married","no","fixed",60,120,5000,0,1250,1557,"negative"
2,"parents",36,26,"single","no","freelance",35,66,0,0,750,865,"positive"
7,"owner",36,23,"married","no","fixed",35,247,5000,400,1500,1785,"negative"
5,"owner",36,38,"married","no","freelance",60,63,4000,0,1050,1443,"negative"
5,"owner",48,39,"married","yes","freelance",60,66,10000,0,875,875,"positive"
27,"owner",18,48,"married","no","freelance",35,70,5000,0,800,1578,"negative"
3,"rent",36,30,"married","yes","freelance",59,140,0,0,1300,2115,"negative"
2,"priv",48,30,"married","yes","fixed",45,178,5000,0,1150,1627,"negative"
10,"other",60,48,"married","no","fixed",35,203,4000,1500,1520,1636,"negative"
16,"owner",6,41,"married","no","fixed",75,87,3000,0,200,625,"negative"
15,"owner",60,39,"married","no","freelance",60,555,40000,0,1500,4000,"negative"
4,"parents",60,25,"married","no","freelance",35,95,25000,0,1650,1900,"negative"
3,"parents",36,20,"single","yes","fixed",35,55,0,0,600,1625,"negative"
2,"parents",36,28,"single","no","fixed",35,140,1000,0,1000,1693,"negative"
25,"priv",60,56,"married","yes","freelance",90,85,3500,0,800,975,"positive"
6,"rent",48,26,"single","yes","fixed",65,198,0,0,950,1111,"negative"
1,"priv",60,27,"married","no","freelance",35,130,4650,2850,2000,2240,"negative"
30,"owner",12,52,"married","no","freelance",45,80,7000,0,1100,2487,"negative"
10,"parents",24,33,"single","no","freelance",35,200,70000,12000,1100,1457,"negative"
4,"owner",48,24,"married","no","fixed",35,95,2500,0,900,1625,"negative"
30,"owner",54,54,"widow","no","freelance",35,224,20000,0,1100,1603,"negative"
20,"owner",60,44,"married","no","fixed",60,168,3000,0,1400,1599,"negative"
1,"rent",60,28,"married","no","freelance",53,179,0,0,1825,2275,"positive"
2,"priv",24,20,"single","no","freelance",35,107,54000,0,2000,2600,"positive"
4,"owner",60,23,"married","no","fixed",35,160,6500,3700,1500,1661,"negative"
4,"rent",36,60,"married","no","fixed",56,111,0,0,500,675,"negative"
3,"rent",60,26,"married","no","fixed",53,80,0,0,950,989,"positive"
11,"owner",60,30,"married","yes","fixed",35,110,4000,62,1100,1347,"negative"
6,"parents",60,26,"married","no","fixed",60,108,0,0,1200,1250,"negative"
14,"rent",60,41,"married","no","fixed",53,181,0,0,1150,2497,"negative"
3,"parents",48,38,"married","no","partime",60,67,0,0,1000,1045,"positive"
1,"owner",36,36,"married","no","fixed",45,25,3000,2000,1100,1332,"positive"
20,"owner",60,40,"divorced","no","freelance",60,150,5500,0,1400,1928,"negative"
20,"rent",60,45,"married","no","fixed",92,170,0,0,1000,2415,"negative"
0,"rent",48,25,"married","no","fixed",60,150,0,0,1350,1450,"positive"
12,"rent",48,46,"married","yes","fixed",104,294,0,0,1350,1352,"negative"
9,"priv",48,46,"married","no","fixed",45,100,37000,0,800,904,"negative"
0,"parents",48,28,"single","no","freelance",35,100,0,0,900,1400,"negative"
2,"owner",48,38,"married","yes","fixed",75,192,23000,3000,700,970,"negative"
3,"parents",60,24,"single","no","fixed",35,100,0,0,1500,2100,"negative"
4,"rent",48,23,"married","no","freelance",52,171,0,0,1150,1450,"positive"
3,"priv",60,24,"single","no","fixed",35,245,5000,0,1300,1360,"negative"
11,"owner",12,26,"married","yes","partime",35,110,4500,2000,300,1248,"negative"
1,"rent",36,26,"single","no","partime",42,70,0,0,590,590,"positive"
0,"rent",48,23,"single","no","partime",42,72,0,0,700,875,"positive"
1,"rent",60,29,"married","no","fixed",73,133,0,0,1000,1158,"negative"
9,"owner",24,30,"married","no","fixed",35,250,30000,0,1000,1594,"negative"
2,"owner",60,28,"married","no","freelance",35,196,7000,3950,1600,1678,"negative"
3,"parents",60,36,"married","yes","fixed",60,92,0,0,1100,1355,"negative"
10,"owner",60,45,"married","no","freelance",45,325,12000,1200,1300,1833,"negative"
10,"owner",48,33,"married","no","fixed",45,110,5000,0,1000,1160,"negative"
2,"rent",48,56,"single","no","freelance",51,157,11000,4500,1000,2008,"positive"
4,"other",60,25,"single","no","fixed",35,162,0,0,1800,2999,"negative"
7,"parents",60,33,"single","no","partime",35,70,0,0,1300,1438,"positive"
5,"parents",48,27,"married","yes","freelance",45,175,0,0,1000,1342,"negative"
16,"parents",24,44,"single","no","freelance",35,86,0,0,700,950,"negative"
0,"parents",24,26,"single","no","partime",35,69,0,0,107,125,"negative"
7,"owner",60,28,"married","yes","fixed",60,148,8000,0,920,1021,"positive"
2,"other",48,25,"married","no","fixed",35,129,0,0,1580,1925,"positive"
3,"rent",60,44,"separated","yes","fixed",60,150,0,0,1650,1772,"positive"
1,"owner",24,38,"married","no","fixed",60,102,3500,0,850,1260,"negative"
7,"owner",48,32,"married","yes","fixed",45,140,5500,0,550,1250,"negative"
2,"owner",60,24,"single","no","partime",35,120,3000,0,1400,1513,"positive"
1,"parents",60,42,"married","no","fixed",60,66,7000,0,950,1589,"negative"
27,"rent",24,50,"married","no","fixed",47,115,0,0,500,1636,"negative"
6,"owner",60,31,"married","no","fixed",35,84,3000,0,1400,1724,"negative"
3,"owner",60,26,"married","no","fixed",45,128,3000,0,1300,1790,"negative"
9,"priv",60,32,"married","no","fixed",60,155,12000,5000,1200,1400,"negative"
5,"parents",24,26,"single","no","fixed",35,140,0,0,450,900,"positive"
3,"rent",48,26,"married","no","fixed",58,230,0,0,1150,1316,"negative"
